level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	1970	-1	
2	1	1	0	0	0	1046	76	1470	1803	-1	
3	1	1	1	0	0	1046	84	1470	1786	-1	
4	1	1	1	1	0	2493	114	15	9	-1	
5	1	1	1	1	1	2493	114	15	9	0.000000	~
4	1	1	1	2	0	2377	115	131	28	-1	
5	1	1	1	2	1	2377	115	86	28	36.767746	cB
5	1	1	1	2	2	2493	127	15	15	54.615700	E
4	1	1	1	3	0	2117	107	393	73	-1	
5	1	1	1	3	1	2117	107	24	28	42.599331	Lad
5	1	1	1	3	2	2191	115	16	22	86.042282	a
5	1	1	1	3	3	2237	115	16	22	76.514183	a
5	1	1	1	3	4	2283	114	17	29	0.000000	SS
5	1	1	1	3	5	2388	136	3	2	53.852749	:
5	1	1	1	3	6	2448	162	62	18	48.552441	yey
4	1	1	1	4	0	1857	84	652	109	-1	
5	1	1	1	4	1	1857	84	41	12	64.422882	ao
5	1	1	1	4	2	2051	115	14	9	55.217381	=
5	1	1	1	4	3	2120	126	17	12	77.462616	3
5	1	1	1	4	4	2191	139	50	4	47.442513	moe
5	1	1	1	4	5	2399	163	41	20	50.644012	oe
5	1	1	1	4	6	2469	176	40	17	67.056137	or
4	1	1	1	5	0	1660	84	845	123	-1	
5	1	1	1	5	1	1660	84	164	34	31.147141	Lo
5	1	1	1	5	2	1979	115	146	28	25.532173	ee
5	1	1	1	5	3	2200	162	164	35	28.264374	Ere
5	1	1	1	5	4	2415	162	90	45	34.247719	eer
4	1	1	1	6	0	1980	140	529	89	-1	
5	1	1	1	6	1	1980	140	3	3	33.387215	.
5	1	1	1	6	2	2366	200	4	4	29.257294	a
5	1	1	1	6	3	2399	204	16	6	15.786400	eo
5	1	1	1	6	4	2493	209	16	20	28.365852	na
4	1	1	1	7	0	1536	85	966	161	-1	
5	1	1	1	7	1	1536	86	37	16	55.821770	FE
5	1	1	1	7	2	1610	85	87	26	0.369041	EER8
5	1	1	1	7	3	1733	100	190	56	0.000000	ieeeaiso
5	1	1	1	7	4	2000	162	136	30	14.666580	eee
5	1	1	1	7	5	2186	158	204	88	0.000000	piacere
5	1	1	1	7	6	2450	208	52	34	42.155518	ee
4	1	1	1	8	0	1414	76	1069	183	-1	
5	1	1	1	8	1	1414	76	44	27	39.864044	woot
5	1	1	1	8	2	1464	76	16	27	51.902328	ok
5	1	1	1	8	3	1537	103	41	5	31.573166	"ae
5	1	1	1	8	4	1610	109	13	10	5.696701	6
5	1	1	1	8	5	1669	116	8	9	0.000000	&
5	1	1	1	8	6	1758	135	66	20	34.719574	Poe
5	1	1	1	8	7	1853	140	18	27	73.391922	et
5	1	1	1	8	8	1877	140	21	27	78.345390	OF,
5	1	1	1	8	9	1955	163	57	20	56.297646	acs
5	1	1	1	8	10	2050	180	58	16	3.311295	SOn
5	1	1	1	8	11	2141	194	37	12	54.591354	oO
5	1	1	1	8	12	2212	199	12	12	35.839111	OS
5	1	1	1	8	13	2282	213	58	15	29.177567	gua
5	1	1	1	8	14	2353	229	15	9	0.000000	t
5	1	1	1	8	15	2399	227	84	32	0.000000	B93
4	1	1	1	9	0	1315	87	1195	185	-1	
5	1	1	1	9	1	1315	87	36	11	34.098595	yo
5	1	1	1	9	2	1414	93	66	19	20.736984	OEE
5	1	1	1	9	3	1556	110	22	25	82.979912	&
5	1	1	1	9	4	1611	120	12	12	15.349815	3
5	1	1	1	9	5	1639	120	58	32	2.007690	ESS
5	1	1	1	9	6	1711	133	59	27	2.007690	mse
5	1	1	1	9	7	1807	156	111	23	0.000000	Baceg
5	1	1	1	9	8	1950	173	84	35	11.499031	goes
5	1	1	1	9	9	2051	193	56	20	26.883652	ase
5	1	1	1	9	10	2126	193	57	31	37.066818	ose
5	1	1	1	9	11	2196	206	27	26	6.979111	Fe
5	1	1	1	9	12	2243	211	51	24	14.074821	385
5	1	1	1	9	13	2328	230	106	32	3.834724	S288
5	1	1	1	9	14	2469	250	41	22	23.898842	5858
4	1	1	1	10	0	1241	87	1264	199	-1	
5	1	1	1	10	1	1241	87	42	13	81.822754	om
5	1	1	1	10	2	1315	90	36	28	86.280975	ERS
5	1	1	1	10	3	1413	110	61	21	5.015862	2ee
5	1	1	1	10	4	1561	135	15	9	27.930038	%
5	1	1	1	10	5	1587	127	35	33	45.705185	OO”
5	1	1	1	10	6	1648	147	48	26	56.146912	38
5	1	1	1	10	7	1758	166	62	21	21.284775	Hag
5	1	1	1	10	8	1833	175	58	18	0.000000	ssa
5	1	1	1	10	9	1902	162	20	38	0.000000	-.
5	1	1	1	10	10	1955	197	60	20	41.197964	Bae
5	1	1	1	10	11	2050	207	31	19	12.475204	Tk
5	1	1	1	10	12	2095	218	37	21	12.475204	ps
5	1	1	1	10	13	2166	215	41	30	32.550568	ce}
5	1	1	1	10	14	2238	234	56	26	29.965096	ses
5	1	1	1	10	15	2326	243	39	21	72.903374	8
5	1	1	1	10	16	2382	257	26	18	26.867538	ES
5	1	1	1	10	17	2447	261	58	25	0.000000	o28
4	1	1	1	11	0	1158	87	1352	207	-1	
5	1	1	1	11	1	1158	87	45	18	35.072495	eH
5	1	1	1	11	2	1241	101	37	20	60.133240	&e
5	1	1	1	11	3	1310	113	41	15	78.790138	85
5	1	1	1	11	4	1414	130	16	12	38.478504	ENS
5	1	1	1	11	5	1459	127	70	26	38.478504	OD
5	1	1	1	11	6	1557	146	90	23	5.775589	<ERo
5	1	1	1	11	7	1707	178	13	12	63.944939	e
5	1	1	1	11	8	1737	171	58	28	33.687576	FRY
5	1	1	1	11	9	1833	190	85	20	39.654808	S@ob
5	1	1	1	11	10	1955	208	56	24	18.462822	$48
5	1	1	1	11	11	2051	221	32	21	22.400169	28
5	1	1	1	11	12	2121	237	32	13	48.159019	ES
5	1	1	1	11	13	2170	233	55	38	59.651550	pax
5	1	1	1	11	14	2237	250	38	17	18.613976	ok
5	1	1	1	11	15	2353	271	45	12	79.789688	sot
5	1	1	1	11	16	2448	286	62	8	68.169891	=o=
4	1	1	1	12	0	1156	106	1355	216	-1	
5	1	1	1	12	1	1156	106	47	16	70.777740	ar
5	1	1	1	12	2	1241	113	36	19	43.509712	$e
5	1	1	1	12	3	1315	128	36	15	47.528740	Bo
5	1	1	1	12	4	1389	135	109	31	37.676296	Rego
5	1	1	1	12	5	1586	156	14	35	41.155441	al
5	1	1	1	12	6	1648	171	53	29	56.359253	“20.0
5	1	1	1	12	7	1733	194	12	9	44.383015	8
5	1	1	1	12	8	1782	200	16	9	33.502052	g
5	1	1	1	12	9	1857	206	37	17	23.102325	Wo
5	1	1	1	12	10	1955	220	57	24	31.928093	Bae
5	1	1	1	12	11	2050	235	87	26	51.312157	Bees
5	1	1	1	12	12	2200	260	95	25	33.761635	“Bags
5	1	1	1	12	13	2323	280	81	18	37.782288	TERS
5	1	1	1	12	14	2424	302	16	6	39.257401	ew
5	1	1	1	12	15	2469	287	42	35	58.267075	BOQ
4	1	1	1	13	0	1156	114	1349	232	-1	
5	1	1	1	13	1	1156	114	42	35	34.666603	Or
5	1	1	1	13	2	1241	121	231	66	0.000000	*EPEPBSESI
5	1	1	1	13	3	1487	167	40	40	6.992027	EE
5	1	1	1	13	4	1561	175	360	77	0.000000	EEELRTDIGREDESE
5	1	1	1	13	5	1955	230	221	57	0.000000	sonddeise’
5	1	1	1	13	6	2221	257	79	55	10.285194	fee
5	1	1	1	13	7	2330	294	31	25	42.711395	ae
5	1	1	1	13	8	2381	302	55	44	26.124100	BF.
5	1	1	1	13	9	2451	305	54	40	17.184967	OFS
4	1	1	1	14	0	1241	151	1240	210	-1	
5	1	1	1	14	1	1241	151	36	17	68.626816	“¢
5	1	1	1	14	2	1339	168	12	12	26.618362	®
5	1	1	1	14	3	1467	187	3	8	67.885605	Q
5	1	1	1	14	4	1611	209	16	13	0.000000	S
5	1	1	1	14	5	1733	227	54	19	31.075851	ao.
5	1	1	1	14	6	1832	244	12	10	65.012871	os
5	1	1	1	14	7	1881	254	37	14	0.000000	@o
5	1	1	1	14	8	1955	266	11	8	58.501495	¢
5	1	1	1	14	9	2020	271	87	25	10.687500	GRre
5	1	1	1	14	10	2118	267	15	34	45.684654	Ss
5	1	1	1	14	11	2166	288	62	22	0.846619	sou
5	1	1	1	14	12	2258	310	17	13	83.319870	n
5	1	1	1	14	13	2398	332	12	8	72.992111	®
5	1	1	1	14	14	2465	330	16	31	51.204506	roy
4	1	1	1	15	0	1048	126	1462	237	-1	
5	1	1	1	15	1	1048	126	21	29	37.395988	oa
5	1	1	1	15	2	1266	169	88	20	0.000000	aaa
5	1	1	1	15	3	1389	181	91	30	32.838493	week
5	1	1	1	15	4	1512	208	11	11	32.552673	a
5	1	1	1	15	5	1561	210	42	17	67.311501	ae
5	1	1	1	15	6	1648	226	72	13	5.200340	yD
5	1	1	1	15	7	1733	239	12	10	72.100922	&
5	1	1	1	15	8	1808	243	37	25	23.468948	BE
5	1	1	1	15	9	1857	254	41	17	0.000000	oo.
5	1	1	1	15	10	1979	275	33	21	54.767651	ne
5	1	1	1	15	11	2036	285	46	14	33.752243	ee
5	1	1	1	15	12	2141	295	112	30	42.496490	gears
5	1	1	1	15	13	2278	311	16	30	55.868107	Ss
5	1	1	1	15	14	2353	334	11	13	58.225056	&
5	1	1	1	15	15	2393	338	42	12	1.724487	Ro
5	1	1	1	15	16	2493	357	17	6	24.757706	ee
4	1	1	1	16	0	1052	145	1453	228	-1	
5	1	1	1	16	1	1052	145	11	13	82.493011	5
5	1	1	1	16	2	1162	151	36	25	42.631737	eo
5	1	1	1	16	3	1265	179	110	21	27.070847	geese
5	1	1	1	16	4	1392	195	34	21	20.425224	ys
5	1	1	1	16	5	1463	212	66	21	19.023941	Bo
5	1	1	1	16	6	1561	223	189	34	35.339874	PET
5	1	1	1	16	7	1772	247	51	28	19.841278	ee
5	1	1	1	16	8	1857	265	65	18	58.907238	ero
5	1	1	1	16	9	1955	284	11	5	60.844681	a
5	1	1	1	16	10	1979	285	11	19	0.000000	¥
5	1	1	1	16	11	2024	295	58	19	0.000000	852
5	1	1	1	16	12	2100	306	33	14	0.000000	ao
5	1	1	1	16	13	2142	307	11	19	0.000000	8
5	1	1	1	16	14	2167	314	36	15	16.499222	8
5	1	1	1	16	15	2274	322	24	28	27.339874	AS]
5	1	1	1	16	16	2323	338	41	21	0.000000	—&
5	1	1	1	16	17	2379	347	16	6	28.626648	=
5	1	1	1	16	18	2423	349	57	21	46.107182	Bob
5	1	1	1	16	19	2493	364	12	9	25.556442	&
4	1	1	1	17	0	1162	169	1346	215	-1	
5	1	1	1	17	1	1162	169	36	34	7.018501	x38
5	1	1	1	17	2	1289	192	111	35	0.000000	esac
5	1	1	1	17	3	1414	208	36	26	0.000000	ss
5	1	1	1	17	4	1512	228	11	12	92.826126	a
5	1	1	1	17	5	1561	230	140	33	25.657639	eens
5	1	1	1	17	6	1758	259	86	31	27.406990	op
5	1	1	1	17	7	1857	278	17	19	0.000000	B
5	1	1	1	17	8	1905	283	65	26	0.000000	 F
5	1	1	1	17	9	2000	298	113	32	0.000000	aga
5	1	1	1	17	10	2212	336	82	20	60.953850	Peas
5	1	1	1	17	11	2353	354	36	20	0.000000	@5
5	1	1	1	17	12	2423	362	85	22	0.000000	eee
4	1	1	1	18	0	1051	168	1454	226	-1	
5	1	1	1	18	1	1051	168	12	11	55.824947	°
5	1	1	1	18	2	1161	189	17	8	33.309616	=
5	1	1	1	18	3	1265	199	40	25	26.921936	gH
5	1	1	1	18	4	1340	211	36	20	47.753448	PG
5	1	1	1	18	5	1413	225	13	12	47.215061	OS
5	1	1	1	18	6	1486	235	13	10	27.803574	2
5	1	1	1	18	7	1560	247	13	10	0.000000	@
5	1	1	1	18	8	1660	263	12	9	56.958076	a
5	1	1	1	18	9	1733	271	67	20	25.122314	go
5	1	1	1	18	10	1857	292	11	6	30.704048	5
5	1	1	1	18	11	1881	291	36	20	30.704048	ee
5	1	1	1	18	12	1975	305	62	22	0.000000	Ba8
5	1	1	1	18	13	2071	324	37	19	68.912659	£5
5	1	1	1	18	14	2120	334	17	13	55.420616	2
5	1	1	1	18	15	2166	340	83	20	64.587524	rong
5	1	1	1	18	16	2282	357	65	13	11.011589	$M
5	1	1	1	18	17	2423	373	82	21	16.065659	Sees
4	1	1	1	19	0	1052	180	1452	232	-1	
5	1	1	1	19	1	1052	180	10	9	62.111641	5
5	1	1	1	19	2	1262	212	65	16	67.956635	Sto
5	1	1	1	19	3	1389	223	36	31	33.769440	om]
5	1	1	1	19	4	1486	247	37	17	66.007713	ao
5	1	1	1	19	5	1561	258	37	17	59.789803	aR
5	1	1	1	19	6	1617	254	53	33	50.631401	Dna
5	1	1	1	19	7	1686	272	14	10	28.719307	|
5	1	1	1	19	8	1733	282	12	10	11.518982	a
5	1	1	1	19	9	1785	291	55	18	46.482525	BRS
5	1	1	1	19	10	1852	278	16	38	30.395264	FE
5	1	1	1	19	11	1905	304	13	12	47.320717	Q
5	1	1	1	19	12	1955	320	57	20	0.000000	pve
5	1	1	1	19	13	2025	328	12	13	0.000000	s
5	1	1	1	19	14	2071	335	132	26	0.000000	ee3sre
5	1	1	1	19	15	2238	359	29	12	31.450172	St
5	1	1	1	19	16	2377	372	58	40	33.916183	PALS
5	1	1	1	19	17	2449	390	55	18	54.071468	Sas
4	1	1	1	20	0	1051	190	1457	228	-1	
5	1	1	1	20	1	1051	190	17	13	50.753708	2
5	1	1	1	20	2	1161	210	41	14	26.352112	rH
5	1	1	1	20	3	1289	234	13	12	73.576035	°
5	1	1	1	20	4	1327	233	49	25	0.000000	BB
5	1	1	1	20	5	1391	244	59	23	0.000000	RSy
5	1	1	1	20	6	1476	256	52	20	22.701172	Bo
5	1	1	1	20	7	1610	272	54	22	14.409729	eg.
5	1	1	1	20	8	1688	282	61	29	30.935997	538
5	1	1	1	20	9	1807	303	110	31	0.000000	oeaee
5	1	1	1	20	10	1955	327	128	33	0.000000	BOSkss
5	1	1	1	20	11	2120	349	33	20	59.483582	as
5	1	1	1	20	12	2212	369	46	12	39.701805	moa
5	1	1	1	20	13	2282	371	16	19	6.276390	st
5	1	1	1	20	14	2353	393	42	15	41.510109	"Hh
5	1	1	1	20	15	2423	399	85	19	49.306137	gags
4	1	1	1	21	0	1051	205	1459	227	-1	
5	1	1	1	21	1	1051	205	12	9	50.168987	8
5	1	1	1	21	2	1265	235	61	17	53.634766	ook
5	1	1	1	21	3	1462	267	37	15	62.291714	35
5	1	1	1	21	4	1561	280	61	19	43.691559	PEE
5	1	1	1	21	5	1636	295	17	10	43.691559	S
5	1	1	1	21	6	1758	312	160	28	28.994637	S8or8BSE
5	1	1	1	21	7	1955	340	11	13	51.534622	Bos
5	1	1	1	21	8	2026	342	11	18	25.037025	&
5	1	1	1	21	9	2096	363	81	6	29.399307	BIOS
5	1	1	1	21	10	2194	371	30	21	16.117889	oo
5	1	1	1	21	11	2238	356	19	44	34.250214	Be
5	1	1	1	21	12	2282	391	18	13	66.364441	h
5	1	1	1	21	13	2331	395	8	18	55.911270	|
5	1	1	1	21	14	2423	410	56	20	47.347836	Bs
5	1	1	1	21	15	2493	419	17	13	84.813690	&
4	1	1	1	22	0	1052	216	1452	229	-1	
