level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	1970	-1	
2	1	1	0	0	0	6	2	2543	1889	-1	
3	1	1	1	0	0	6	2	2543	32	-1	
4	1	1	1	1	0	6	2	2543	32	-1	
5	1	1	1	1	1	2	0	130	38	4.329483	OO
3	1	1	2	0	0	171	32	123	33	-1	
4	1	1	2	1	0	171	32	123	33	-1	
5	1	1	2	1	1	171	35	25	21	47.672760	=~
5	1	1	2	1	2	234	32	60	33	49.457787	<<¢
3	1	1	3	0	0	2129	99	362	23	-1	
4	1	1	3	1	0	2129	99	362	23	-1	
5	1	1	3	1	1	2129	101	17	6	45.389656	ia
5	1	1	3	1	2	2375	104	12	9	76.522827	o
5	1	1	3	1	3	2421	99	19	23	48.493195	ct
5	1	1	3	1	4	2474	103	17	10	43.107994	ig
3	1	1	4	0	0	171	62	2319	69	-1	
4	1	1	4	1	0	171	62	2319	69	-1	
5	1	1	4	1	1	171	62	29	33	0.000000	bs
5	1	1	4	1	2	275	68	17	8	36.213699	a
5	1	1	4	1	3	1287	100	13	10	75.400818	©
5	1	1	4	1	4	1336	99	42	13	62.539677	Oot
5	1	1	4	1	5	1410	99	15	9	51.432796	&
5	1	1	4	1	6	1459	100	37	12	73.223106	pe
5	1	1	4	1	7	1528	100	17	13	59.644341	vg
5	1	1	4	1	8	1607	100	114	14	0.000000	peered
5	1	1	4	1	9	1754	100	67	18	35.691826	£4
5	1	1	4	1	10	2078	101	13	20	83.006897	@
5	1	1	4	1	11	2129	101	91	27	35.113846	BSSk
5	1	1	4	1	12	2276	102	42	26	52.680878	SO
5	1	1	4	1	13	2346	103	144	28	0.000000	SSgsee
3	1	1	5	0	0	177	82	2307	70	-1	
4	1	1	5	1	0	177	82	2307	70	-1	
5	1	1	5	1	1	177	82	25	13	52.902866	>
5	1	1	5	1	2	1288	108	85	22	25.893867	wo
5	1	1	5	1	3	1411	110	16	13	3.653191	fF
5	1	1	5	1	4	1459	111	40	22	80.644455	ay
5	1	1	5	1	5	1533	115	12	11	86.058037	6
5	1	1	5	1	6	1606	109	116	33	0.000000	SE2°s
5	1	1	5	1	7	1755	117	36	15	81.026344	Eg
5	1	1	5	1	8	1803	117	17	35	51.369942	8
5	1	1	5	1	9	2078	122	13	23	0.000000	¢
5	1	1	5	1	10	2128	122	87	24	0.000000	@na®
5	1	1	5	1	11	2276	128	42	21	85.029915	BR
5	1	1	5	1	12	2350	125	134	24	0.000000	§2aeqe
3	1	1	6	0	0	178	96	2312	75	-1	
4	1	1	6	1	0	178	96	2312	75	-1	
5	1	1	6	1	1	178	96	27	24	84.061584	2
5	1	1	6	1	2	1283	125	68	13	49.904900	Sis
5	1	1	6	1	3	1410	124	15	22	0.000000	£
5	1	1	6	1	4	1483	135	12	10	50.888042	o
5	1	1	6	1	5	1532	128	17	16	72.322296	&
5	1	1	6	1	6	1607	132	11	19	57.630520	g
5	1	1	6	1	7	1633	122	34	33	33.869827	FR
5	1	1	6	1	8	1681	136	17	6	0.000000	..
5	1	1	6	1	9	1755	130	41	20	68.892731	=",
5	1	1	6	1	10	1878	145	17	10	42.777401	©
5	1	1	6	1	11	1954	144	15	11	15.737495	~
5	1	1	6	1	12	2028	145	16	9	0.000000	e
5	1	1	6	1	13	2079	146	61	14	21.150887	Reg
5	1	1	6	1	14	2161	138	59	25	43.693523	TRS
5	1	1	6	1	15	2252	140	164	31	0.000000	BOOnnaey
5	1	1	6	1	16	2474	152	16	6	57.766350	5
3	1	1	7	0	0	185	93	2329	114	-1	
4	1	1	7	1	0	185	93	2329	114	-1	
5	1	1	7	1	1	185	93	148	62	53.233002	“>
5	1	1	7	1	2	694	130	16	23	85.520935	5
5	1	1	7	1	3	740	142	16	11	21.132492	»
5	1	1	7	1	4	874	143	17	10	0.000000	~
5	1	1	7	1	5	1034	144	84	18	40.575012	Noe
5	1	1	7	1	6	1148	144	59	18	69.654678	sew
5	1	1	7	1	7	1237	145	16	17	21.316254	pr
5	1	1	7	1	8	1287	131	533	50	0.000000	BokSosckeueazgesicuege
5	1	1	7	1	9	1879	159	3	3	41.339752	8
