level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	1970	-1	
2	1	1	0	0	0	6	2	2543	1914	-1	
3	1	1	1	0	0	6	2	2543	1914	-1	
4	1	1	1	1	0	2425	118	41	9	-1	
5	1	1	1	1	1	2421	100	18	35	26.744225	oh
5	1	1	1	1	2	2450	100	16	35	70.010323	ot
4	1	1	1	2	0	2322	115	145	26	-1	
5	1	1	1	2	1	2322	115	17	10	29.611725	-
5	1	1	1	2	2	2372	117	13	10	78.798218	8
5	1	1	1	2	3	2424	126	43	15	54.681301	os
4	1	1	1	3	0	2269	114	193	38	-1	
5	1	1	1	3	1	2269	114	63	19	50.800301	a<c
5	1	1	1	3	2	2372	128	13	21	59.179745	g
5	1	1	1	3	3	2425	138	37	14	61.109726	30
4	1	1	1	4	0	2089	111	429	76	-1	
5	1	1	1	4	1	2089	111	17	6	40.347691	e
5	1	1	1	4	2	2136	112	99	28	53.451237	yyeo
5	1	1	1	4	3	2269	128	64	30	31.581726	gos
5	1	1	1	4	4	2367	149	69	21	37.348766	2,8
5	1	1	1	4	5	2476	166	42	21	0.000000	3a
4	1	1	1	5	0	2037	111	474	90	-1	
5	1	1	1	5	1	2037	111	64	17	19.030724	gos
5	1	1	1	5	2	2166	128	11	21	71.871536	3
5	1	1	1	5	3	2268	148	39	17	75.799095	Ed
5	1	1	1	5	4	2321	147	11	19	60.434040	3
5	1	1	1	5	5	2397	166	69	23	52.238674	Poy
5	1	1	1	5	6	2501	188	10	13	0.000000	°
4	1	1	1	6	0	1986	110	505	87	-1	
5	1	1	1	6	1	1986	110	12	10	45.189011	8
5	1	1	1	6	2	2037	118	11	13	42.236141	65
5	1	1	1	6	3	2192	137	36	25	54.561062	Re
5	1	1	1	6	4	2320	165	43	18	62.809441	20
5	1	1	1	6	5	2423	179	68	18	11.804695	sep
4	1	1	1	7	0	1935	109	576	108	-1	
5	1	1	1	7	1	1935	109	40	10	43.102524	og
5	1	1	1	7	2	2063	126	12	10	49.877987	2
5	1	1	1	7	3	2268	158	38	27	3.292130	@o6
5	1	1	1	7	4	2372	178	16	14	91.846634	N
5	1	1	1	7	5	2474	198	37	19	38.337765	os
4	1	1	1	8	0	1858	108	577	97	-1	
5	1	1	1	8	1	1858	108	37	17	63.002888	og
5	1	1	1	8	2	1961	119	36	24	29.789581	ap
5	1	1	1	8	3	2037	131	63	18	48.526535	bor
5	1	1	1	8	4	2161	150	98	30	47.788090	3284
5	1	1	1	8	5	2294	178	141	27	0.000000	Bzenes
4	1	1	1	9	0	1092	2	1425	252	-1	
5	1	1	1	9	1	1092	2	49	1	25.970291	a
5	1	1	1	9	2	1755	108	70	38	54.333572	#8
5	1	1	1	9	3	1858	118	37	20	37.821789	52
5	1	1	1	9	4	1935	121	67	37	0.000000	bF8
5	1	1	1	9	5	2037	147	265	68	8.710793	Re
5	1	1	1	9	6	2349	194	168	60	20.544685	eee
4	1	1	1	10	0	1756	121	735	127	-1	
5	1	1	1	10	1	1756	121	17	7	30.154701	=
5	1	1	1	10	2	1857	132	38	19	72.624771	$e
5	1	1	1	10	3	1947	159	4	4	48.040314	Pea
5	1	1	1	10	4	1986	159	67	18	0.000000	SOas
5	1	1	1	10	5	2088	172	17	6	89.158691	&
