level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	1970	-1	
2	1	1	0	0	0	2377	1149	12	12	-1	
3	1	1	1	0	0	2377	1149	12	12	-1	
4	1	1	1	1	0	2377	1149	12	12	-1	
5	1	1	1	1	1	2377	1149	12	12	95.000000	 
2	1	2	0	0	0	474	91	2000	1802	-1	
3	1	2	1	0	0	474	91	2000	1802	-1	
4	1	2	1	1	0	1306	97	809	43	-1	
5	1	2	1	1	1	1306	97	2	2	41.451134	-
5	1	2	1	1	2	1854	112	64	16	14.670639	Caz
5	1	2	1	1	3	2020	111	95	29	0.000000	f&agy
4	1	2	1	2	0	1199	92	890	50	-1	
5	1	2	1	2	1	1199	92	19	28	20.233521	et
5	1	2	1	2	2	1293	103	91	13	0.000000	evs
5	1	2	1	2	3	1448	99	49	28	0.000000	Eomag
5	1	2	1	2	4	1612	108	13	10	86.096283	g
5	1	2	1	2	5	1696	106	20	28	42.278324	zl
5	1	2	1	2	6	1880	120	17	13	27.108711	i
5	1	2	1	2	7	2017	126	72	16	20.069801	Tr
4	1	2	1	3	0	480	91	1879	84	-1	
5	1	2	1	3	1	480	91	115	21	0.439644	eigé=
5	1	2	1	3	2	634	94	43	20	78.965576	2°
5	1	2	1	3	3	711	95	15	19	58.288517	3
5	1	2	1	3	4	762	96	17	27	74.824165	2
5	1	2	1	3	5	813	97	43	26	80.236610	2?
5	1	2	1	3	6	941	99	16	33	58.777660	&8
5	1	2	1	3	7	1011	101	13	21	37.952736	&
